RepoId,Name,CloneUrl,CloudProvider,TotalResources
797329725,china-terraform-azurerm-caf,https://github.com/Mobizinc/china-terraform-azurerm-caf.git,Azure,911
176246363,fortinet-azure-solutions,https://github.com/40net-cloud/fortinet-azure-solutions.git,Azure,900
817303633,Azure_Terraform,https://github.com/arunkumar131/Azure_Terraform.git,Azure,898
693672967,terraform-azurerm-caf,https://github.com/KARUNAKUMARAKUTHOTA/terraform-azurerm-caf.git,Azure,889
666067381,octo-azurerm-iac-library,https://github.com/jattoh-octo/octo-azurerm-iac-library.git,Azure,881
577994620,caf-terraform-gcc-starter-lab-main,https://github.com/thiamsoontan/caf-terraform-gcc-starter-lab-main.git,Azure,858
647235856,gcc_starter_landingzones,https://github.com/thiamsoontan/gcc_starter_landingzones.git,Azure,854
513730319,AzureWithTerraformAdvanced,https://github.com/AvtsVivek/AzureWithTerraformAdvanced.git,Azure,822
640802724,AZ-TF,https://github.com/mltakeover/AZ-TF.git,Azure,822
572269654,ALZ,https://github.com/phonebooker/ALZ.git,Azure,812
580254078,terraform-azurerm-example,https://github.com/lalitavms/terraform-azurerm-example.git,Azure,812
633641453,terraform-azurerm-example,https://github.com/lalita-v/terraform-azurerm-example.git,Azure,812
554989082,modified-terraform-azurerm-caf,https://github.com/Pax8ManagementScripts/modified-terraform-azurerm-caf.git,Azure,806
557299536,terraform-azurerm-caf,https://github.com/vldudnic/terraform-azurerm-caf.git,Azure,804
696676590,samples,https://github.com/NeoSpardan/samples.git,Azure,796
768184571,azure-caf,https://github.com/adamordal/azure-caf.git,Azure,788
588964023,azure-network-terraform,https://github.com/kaysalawu/azure-network-terraform.git,Azure,781
143449454,Avere,https://github.com/Azure/Avere.git,Azure,777
665372193,interg,https://github.com/youngmo37/interg.git,Azure,759
657780902,aksterraform,https://github.com/aneeravagrawal/aksterraform.git,Azure,757
674795412,terraform,https://github.com/pgabriel-01/terraform.git,Azure,755
679318725,Terraform_Azure_Complete,https://github.com/DinmaMerciBoi/Terraform_Azure_Complete.git,Azure,755
679850001,terraform-on-azure,https://github.com/anil1226/terraform-on-azure.git,Azure,747
619985349,terraform-azurerm-caf,https://github.com/adamordal/terraform-azurerm-caf.git,Azure,723
690873714,terraform-multi-cloud-provisions,https://github.com/joelwembo/terraform-multi-cloud-provisions.git,Azure,719
624710553,azureterraform,https://github.com/DotEspartoORGForPersonal/azureterraform.git,Azure,716
624715593,dineazureterraform,https://github.com/ss-test-org-dinefleshh/dineazureterraform.git,Azure,716
627001616,dineazureterraform,https://github.com/terraform00/dineazureterraform.git,Azure,716
630013616,PublicGT,https://github.com/Stackupdate/PublicGT.git,Azure,716
656227006,Dineazure1,https://github.com/Bac2511/Dineazure1.git,Azure,716
656271915,dineazureterra,https://github.com/KillerKat123/dineazureterra.git,Azure,716
670112172,dineazureterraform,https://github.com/extinct11/dineazureterraform.git,Azure,716
623288793,AZTF,https://github.com/chmarri/AZTF.git,Azure,712
209121759,Azure_Deployments,https://github.com/HPInc/Azure_Deployments.git,Azure,708
439720406,NugesGen-privateendpoint,https://github.com/felipmiguel/NugesGen-privateendpoint.git,Azure,706
511698000,Fortinet,https://github.com/limcj64/Fortinet.git,Azure,697
464893578,terraform-azurerm-caf,https://github.com/Ronaldschouw/terraform-azurerm-caf.git,Azure,683
448814460,aztfmod-terraform-azurerm-caf,https://github.com/sharmilamusunuru/aztfmod-terraform-azurerm-caf.git,Azure,635
468400791,fortinet-azure-solutions,https://github.com/nesrineTL/fortinet-azure-solutions.git,Azure,635
426086245,SRIVISHNU03,https://github.com/SRIVISHNU03/SRIVISHNU03.git,Azure,604
562732880,testcreate-,https://github.com/tanawatkh/testcreate-.git,Azure,604
430977009,TerraformMonkeyWorks,https://github.com/shsorot/TerraformMonkeyWorks.git,Azure,587
535660355,terraform,https://github.com/mightysai1997/terraform.git,Azure,587
546177917,terraform,https://github.com/vldudnic/terraform.git,Azure,587
329581964,terraform-azure,https://github.com/tsubasaxZZZ/terraform-azure.git,Azure,584
328677278,NubesGen,https://github.com/microsoft/NubesGen.git,Azure,578
518964257,terraform,https://github.com/luisfuno/terraform.git,Azure,571
428768903,sap-automation,https://github.com/Azure/sap-automation.git,Azure,567
540390886,playground,https://github.com/jmvigueras/playground.git,Azure,557
268796910,terraform-tuesdays,https://github.com/ned1313/terraform-tuesdays.git,Azure,551
481275130,Azure_Deployments,https://github.com/vitbyst/Azure_Deployments.git,Azure,540
437190676,Auto,https://github.com/Radical-Dave/Auto.git,Azure,529
805140576,terraform-azurerm-aaf,https://github.com/AcceleratorFramew0rk/terraform-azurerm-aaf.git,Azure,513
352560671,terraform-azure-construct,https://github.com/mishalshah92/terraform-azure-construct.git,Azure,510
400947589,Azure_Deployments,https://github.com/classicvalues/Azure_Deployments.git,Azure,502
409191599,aztfmod,https://github.com/pkhuntia/aztfmod.git,Azure,481
461398902,AzureVM,https://github.com/Anusbabu/AzureVM.git,Azure,478
827249501,AZURE,https://github.com/caliaf/AZURE.git,Azure,469
459554009,infrastructure-environments,https://github.com/Planning-Inspectorate/infrastructure-environments.git,Azure,466
54127662,azure,https://github.com/briandenicola/azure.git,Azure,452
778426125,sap-automation,https://github.com/ezejiofor/sap-automation.git,Azure,447
815116426,sap-automation-sandbox-failed,https://github.com/GISComputacenter/sap-automation-sandbox-failed.git,Azure,447
835637100,sap-automation-sbx-failed,https://github.com/GISComputacenter/sap-automation-sbx-failed.git,Azure,447
835716252,sap-automation-CORRUPT,https://github.com/GISComputacenter/sap-automation-CORRUPT.git,Azure,447
657707858,https-github.com-Azure-sap-automation,https://github.com/rk2705/https-github.com-Azure-sap-automation.git,Azure,422
658039101,sap-automation,https://github.com/barisuygun074/sap-automation.git,Azure,422
